Exported SMaRT Impedance Data
Experiment start time : 3/7/2011 8:41:15 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Temperature (K),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Impedance Real (Ohms),Impedance Imaginary (Ohms)
40,1,40,00:02:23,5623.413,3,0,-,5189892,-18.12564,4932352,-1614585,
41,1,41,00:02:26,4641.589,3,0,-,5214335,-17.86083,4963027,-1599268,
42,1,42,00:02:30,3831.187,3,0,-,5201680,-18.23173,4940550,-1627402,
43,1,43,00:02:33,3162.278,3,0,-,5238560,-19.94004,4924508,-1786540,
44,1,44,00:02:36,2610.157,3,0,-,5317729,-22.026,4929608,-1994294,
45,1,45,00:02:40,2154.435,3,0,-,5451535,-24.92644,4943723,-2297572,
46,1,46,00:02:43,1778.279,3,0,-,5664111,-28.45833,4979682,-2699059,
47,1,47,00:02:46,1467.799,3,0,-,5965038,-32.28058,5043099,-3185722,
48,1,48,00:02:50,1211.528,3,0,-,6340321,-36.31104,5109122,-3754537,
49,1,49,00:02:53,1000,3,0,-,6903302,-40.42148,5255452,-4476137,
50,1,50,00:02:57,825.4042,3,0,-,7621787,-44.19423,5464676,-5313092,
51,1,51,00:03:00,681.2921,3,0,-,8529350,-47.71229,5739007,-6309803,
52,1,52,00:03:04,562.3413,3,0,-,9660623,-50.6871,6120538,-7474400,
53,1,53,00:03:07,464.1589,3,0,-,1.100847E+07,-53.12773,6605449,-8806501,
54,1,54,00:03:11,383.1187,3,0,-,1.26183E+07,-54.93408,7249452,-1.032797E+07,
55,1,55,00:03:14,316.2278,3,0,-,1.448037E+07,-56.162,8063347,-1.202761E+07,
56,1,56,00:03:19,261.0157,3,0,-,1.658976E+07,-56.91063,9057125,-1.389923E+07,
57,1,57,00:03:22,215.4435,3,0,-,1.893825E+07,-57.26401,1.024122E+07,-1.593031E+07,
58,1,58,00:03:25,177.8279,3,0,-,2.149994E+07,-57.46177,1.156401E+07,-1.812515E+07,
59,1,59,00:03:29,146.7799,3,0,-,2.428216E+07,-57.66665,1.298718E+07,-2.051723E+07,
60,1,60,00:03:32,121.1528,3,0,-,2.730977E+07,-58.01028,1.446782E+07,-2.316259E+07,
61,1,61,00:03:36,100,3,0,-,3.066027E+07,-58.62997,1.596061E+07,-2.617845E+07,
62,2,1,00:03:41,100,3,0,-,3.066397E+07,-58.63231,1.596147E+07,-2.618225E+07,
63,2,2,00:03:47,68.1292,3,0,-,3.867114E+07,-60.86324,1.882882E+07,-3.377769E+07,
64,2,3,00:03:50,46.41589,3,0,-,4.954398E+07,-64.3857,2.14184E+07,-4.467503E+07,
65,2,4,00:03:54,31.62278,3,0,-,6.548767E+07,-68.5699,2.392697E+07,-6.096011E+07,
66,2,5,00:03:58,21.54435,3,0,-,8.924287E+07,-72.65911,2.659941E+07,-8.518663E+07,
67,2,6,00:04:02,14.67799,3,0,-,1.246577E+08,-76.00347,3.015013E+07,-1.209566E+08,
68,2,7,00:04:07,10,3,0,-,1.769274E+08,-78.35129,3.572358E+07,-1.732834E+08,
69,2,8,00:04:17,6.812921,3,0,-,2.532135E+08,-79.71184,4.522376E+07,-2.491423E+08,
70,2,9,00:04:24,4.641589,3,0,-,3.63151E+08,-80.17202,6.19866E+07,-3.578216E+08,
71,2,10,00:04:35,3.162278,3,0,-,5.202276E+08,-79.87474,9.145652E+07,-5.121255E+08,
72,2,11,00:04:51,2.154435,3,0,-,7.419719E+08,-78.8413,1.43592E+08,-7.279448E+08,
73,2,12,00:05:05,1.467799,3,0,-,1.061392E+09,-77.07266,2.374498E+08,-1.034491E+09,
74,2,13,00:05:34,1,3,0,-,1.488728E+09,-74.58316,3.957628E+08,-1.435159E+09,
75,3,1,00:05:50,1,3,0,-,1.488696E+09,-74.54729,3.966528E+08,-1.43488E+09,
76,3,2,00:06:24,0.4641589,3,0,-,2.810136E+09,-67.24035,1.087148E+09,-2.591327E+09,
77,3,3,00:07:04,0.2154435,3,0,-,4.813335E+09,-55.10167,2.753816E+09,-3.947745E+09,
78,3,4,00:09:10,0.1,3,0,-,9.353239E+09,-44.03717,6.723941E+09,-6.501669E+09,
79,3,5,00:13:34,0.04641589,3,0,-,9.411227E+09,-35.33865,7.677187E+09,-5.443527E+09,
80,3,6,00:22:56,0.02154435,3,0,-,1.508478E+10,-47.77819,1.013701E+10,-1.117101E+10,
81,3,7,00:36:20,0.01,3,0,-,3.974937E+11,34.03044,3.294191E+11,2.224506E+11,
82,4,1,00:36:30,10000000,3,0,-,4533.517,-100.0671,-792.4676,-4463.717,
83,4,2,00:36:35,8254042,3,0,-,8283.197,-85.10341,707.0365,-8252.967,
84,4,3,00:36:38,6812921,3,0,-,10547.96,-84.8322,950.0894,-10505.08,
85,4,4,00:36:44,5623413,3,0,-,13794.39,-85.54775,1070.838,-13752.76,
86,4,5,00:36:47,4641589,3,0,-,18278.02,-87.14298,911.0518,-18255.3,
87,4,6,00:36:50,3831187,3,0,-,24354.07,-86.99009,1278.806,-24320.47,
88,4,7,00:36:54,3162278,3,0,-,32002.29,-87.18221,1573.239,-31963.6,
89,4,8,00:36:57,2610157,3,0,-,46824.26,-89.19193,660.3743,-46819.61,
90,4,9,00:37:00,2154435,3,0,-,57931.6,-90.12155,-122.9238,-57931.47,
91,4,10,00:37:03,1778280,3,0,-,71531.88,-90.59753,-745.9984,-71527.98,
92,4,11,00:37:06,1467799,3,0,-,88093.32,-90.64099,-985.5652,-88087.8,
93,4,12,00:37:10,1211528,3,0,-,110961.8,-88.26903,3351.817,-110911.2,
94,4,13,00:37:13,1000000,3,0,-,134691.8,-87.96422,4784.785,-134606.8,
95,4,14,00:37:16,825404.2,3,0,-,163767.2,-87.66955,6659.3,-163631.7,
96,4,15,00:37:19,681292.1,3,0,-,198353.3,-87.29664,9355.397,-198132.5,
97,4,16,00:37:24,562341.3,3,0,-,240166,-86.84194,13230.97,-239801.3,
98,4,17,00:37:27,464158.9,3,0,-,290558,-86.31441,18677.56,-289957,
99,4,18,00:37:31,383118.7,3,0,-,351350.3,-85.69134,26396.85,-350357.3,
100,4,19,00:37:34,316227.8,3,0,-,424644.8,-84.96487,37269.79,-423006.2,
101,4,20,00:37:37,261015.7,3,0,-,513029.6,-84.0472,53205.98,-510263.2,
102,4,21,00:37:40,215443.5,3,0,-,619733.9,-82.9408,76162.25,-615036.1,
103,4,22,00:37:43,177828,3,0,-,747548.1,-81.64363,108641.1,-739611.5,
104,4,23,00:37:47,146779.9,3,0,-,902595.3,-79.81804,159556.4,-888380.6,
105,4,24,00:37:50,121152.8,3,0,-,1086769,-77.81091,229459.3,-1062269,
106,4,25,00:37:53,100000,3,0,-,1301283,-75.52979,325160.6,-1260003,
107,4,26,00:37:56,82540.42,3,0,-,1551822,-72.78471,459282.3,-1482299,
108,4,27,00:37:59,68129.21,3,0,-,1844368,-69.55156,644357.1,-1728149,
109,4,28,00:38:05,56234.13,3,0,-,2171149,-65.84383,888489.6,-1981029,
110,4,29,00:38:08,46415.89,3,0,-,2532325,-61.58504,1205017,-2227242,
111,4,30,00:38:12,38311.87,3,0,-,2916440,-56.84373,1595073,-2441591,
112,4,31,00:38:15,31622.78,3,0,-,3304842,-51.6771,2049309,-2592743,
113,4,32,00:38:18,26101.57,3,0,-,3680584,-46.29757,2542964,-2660833,
114,4,33,00:38:21,21544.35,3,0,-,4037611,-40.95601,3049257,-2646571,
115,4,34,00:38:25,17782.79,3,0,-,4318723,-35.77738,3503757,-2524887,
116,4,35,00:38:28,14677.99,3,0,-,4565213,-30.86176,3918813,-2341810,
117,4,36,00:38:31,12115.28,3,0,-,4716926,-26.87065,4207636,-2131946,
118,4,37,00:38:35,10000,3,0,-,4813822,-23.41465,4417419,-1912928,
119,4,38,00:38:38,8254.041,3,0,-,4883036,-20.64706,4569400,-1721809,
120,4,39,00:38:42,6812.92,3,0,-,4912843,-18.82627,4650013,-1585373,
121,4,40,00:38:45,5623.413,3,0,-,4926896,-17.81615,4690618,-1507451,
122,4,41,00:38:48,4641.589,3,0,-,4923482,-17.81803,4687318,-1506560,
123,4,42,00:38:52,3831.187,3,0,-,4948615,-18.47547,4693561,-1568209,
124,4,43,00:38:55,3162.278,3,0,-,4986023,-20.15889,4680582,-1718306,
125,4,44,00:38:58,2610.157,3,0,-,5057370,-22.65026,4667310,-1947618,
126,4,45,00:39:01,2154.435,3,0,-,5204989,-25.75242,4688029,-2261481,
127,4,46,00:39:05,1778.279,3,0,-,5421373,-29.42072,4722212,-2663080,
128,4,47,00:39:08,1467.799,3,0,-,5740860,-33.31729,4797302,-3153310,
129,4,48,00:39:12,1211.528,3,0,-,6122202,-37.28815,4870817,-3708975,
130,4,49,00:39:15,1000,3,0,-,6687656,-41.30495,5023815,-4414298,
131,4,50,00:39:19,825.4042,3,0,-,7415820,-44.99128,5244575,-5242978,
132,4,51,00:39:22,681.2921,3,0,-,8317118,-48.3219,5530426,-6211992,
133,4,52,00:39:26,562.3413,3,0,-,9416323,-51.24658,5894337,-7343292,
134,4,53,00:39:29,464.1589,3,0,-,1.075481E+07,-53.29575,6427988,-8622469,
135,4,54,00:39:33,383.1187,3,0,-,1.231234E+07,-54.89922,7079802,-1.007324E+07,
136,4,55,00:39:36,316.2278,3,0,-,1.41E+07,-55.93074,7898748,-1.167989E+07,
137,4,56,00:39:41,261.0157,3,0,-,1.610439E+07,-56.54963,8876974,-1.343691E+07,
138,4,57,00:39:44,215.4435,3,0,-,1.831033E+07,-56.89489,1.000068E+07,-1.533801E+07,
139,4,58,00:39:48,177.8279,3,0,-,2.07177E+07,-57.12081,1.124701E+07,-1.739908E+07,
140,4,59,00:39:51,146.7799,3,0,-,2.332735E+07,-57.44961,1.255108E+07,-1.966305E+07,
141,4,60,00:39:54,121.1528,3,0,-,2.618988E+07,-57.97758,1.388722E+07,-2.220484E+07,
142,4,61,00:39:58,100,3,0,-,2.936407E+07,-58.79408,1.521398E+07,-2.51154E+07,
143,5,1,00:40:03,100,3,0,-,2.935734E+07,-58.79609,1.520962E+07,-2.511018E+07,
144,5,2,00:40:08,68.1292,3,0,-,3.710042E+07,-61.48501,1.771133E+07,-3.259984E+07,
145,5,3,00:40:12,46.41589,3,0,-,4.787593E+07,-65.32601,1.998603E+07,-4.350475E+07,
146,5,4,00:40:15,31.62278,3,0,-,6.377657E+07,-69.57093,2.226107E+07,-5.976534E+07,
147,5,5,00:40:20,21.54435,3,0,-,8.756058E+07,-73.5142,2.484777E+07,-8.396097E+07,
148,5,6,00:40:24,14.67799,3,0,-,1.229111E+08,-76.56548,2.855645E+07,-1.195477E+08,
149,5,7,00:40:29,10,3,0,-,1.748821E+08,-78.5881,3.460237E+07,-1.714247E+08,
150,5,8,00:40:37,6.812921,3,0,-,2.503093E+08,-79.61075,4.513952E+07,-2.462056E+08,
151,5,9,00:40:44,4.641589,3,0,-,3.585604E+08,-79.75256,6.378786E+07,-3.528409E+08,
152,5,10,00:40:52,3.162278,3,0,-,5.12346E+08,-79.11465,9.675371E+07,-5.031274E+08,
153,5,11,00:41:09,2.154435,3,0,-,7.279482E+08,-77.6972,1.551101E+08,-7.112309E+08,
154,5,12,00:41:23,1.467799,3,0,-,1.035466E+09,-75.47396,2.597159E+08,-1.002366E+09,
155,5,13,00:41:51,1,3,0,-,1.440183E+09,-72.35561,4.365316E+08,-1.372431E+09,
156,6,1,00:42:08,1,3,0,-,1.437462E+09,-72.21452,4.390788E+08,-1.368761E+09,
157,6,2,00:42:39,0.4641589,3,0,-,2.652935E+09,-63.43001,1.186634E+09,-2.372754E+09,
158,6,3,00:43:20,0.2154435,3,0,-,4.490913E+09,-51.83876,2.774831E+09,-3.531092E+09,
159,6,4,00:45:25,0.1,3,0,-,9.263566E+09,-39.19096,7.179673E+09,-5.853711E+09,
160,6,5,00:49:48,0.04641589,3,0,-,7.41111E+09,-33.05951,6.211285E+09,-4.042832E+09,
161,6,6,01:02:16,0.02154435,3,0,-,1.050811E+10,-17.83394,1.000318E+10,-3.218207E+09,
162,6,7,01:22:21,0.01,3,0,-,5.796973E+10,-0.4906275,5.796761E+10,-4.963924E+08,
163,7,1,01:22:31,10000000,3,0,-,4531.071,-100.1425,-797.9067,-4460.263,
164,7,2,01:22:36,8254042,3,0,-,8285.548,-85.19716,693.7289,-8256.455,
165,7,3,01:22:39,6812921,3,0,-,10576.5,-84.78081,962.1071,-10532.65,
166,7,4,01:22:45,5623413,3,0,-,13746.93,-85.61994,1049.885,-13706.78,
167,7,5,01:22:49,4641589,3,0,-,18251.81,-87.1347,912.3815,-18229,
168,7,6,01:22:52,3831187,3,0,-,24359.96,-87.0364,1259.453,-24327.38,
169,7,7,01:22:55,3162278,3,0,-,32006.13,-87.18647,1571.052,-31967.54,
170,7,8,01:22:59,2610157,3,0,-,46834.42,-89.22257,635.4754,-46830.11,
171,7,9,01:23:02,2154435,3,0,-,57912.35,-90.15344,-155.11,-57912.14,
172,7,10,01:23:05,1778280,3,0,-,71494.91,-90.56775,-708.4471,-71491.41,
173,7,11,01:23:08,1467799,3,0,-,88124.74,-90.54105,-832.1952,-88120.81,
174,7,12,01:23:11,1211528,3,0,-,110954.6,-88.20476,3475.984,-110900.1,
175,7,13,01:23:15,1000000,3,0,-,134747,-87.84301,5071.611,-134651.6,
176,7,14,01:23:18,825404.2,3,0,-,163801.6,-87.48986,7173.941,-163644.4,
177,7,15,01:23:21,681292.1,3,0,-,198369.7,-87.11349,9989.539,-198118,
178,7,16,01:23:26,562341.3,3,0,-,240039.3,-86.63961,14070.29,-239626.6,
179,7,17,01:23:29,464158.9,3,0,-,290252.2,-86.10587,19711.98,-289582.1,
180,7,18,01:23:32,383118.7,3,0,-,351056.5,-85.42245,28017.37,-349936.7,
181,7,19,01:23:35,316227.8,3,0,-,424188.3,-84.64886,39559.6,-422339.6,
182,7,20,01:23:39,261015.7,3,0,-,512500,-83.68503,56372.12,-509390.3,
183,7,21,01:23:42,215443.5,3,0,-,618672.3,-82.49393,80818.08,-613370.8,
184,7,22,01:23:45,177828,3,0,-,747315.9,-81.04297,116352.6,-738202.7,
185,7,23,01:23:48,146779.9,3,0,-,901442.3,-79.15521,169605.8,-885342.9,
186,7,24,01:23:51,121152.8,3,0,-,1082071,-77.32764,237380.3,-1055713,
187,7,25,01:23:55,100000,3,0,-,1294105,-74.64311,342719.1,-1247899,
188,7,26,01:23:58,82540.42,3,0,-,1544131,-71.7057,484699.8,-1466085,
189,7,27,01:24:01,68129.21,3,0,-,1827832,-68.34096,674621.3,-1698781,
190,7,28,01:24:07,56234.13,3,0,-,2147823,-64.45088,926323.6,-1937800,
191,7,29,01:24:10,46415.89,3,0,-,2492211,-60.05143,1244168,-2159435,
192,7,30,01:24:13,38311.87,3,0,-,2850738,-55.17336,1628044,-2340124,
193,7,31,01:24:16,31622.78,3,0,-,3218923,-49.93613,2071832,-2463530,
194,7,32,01:24:20,26101.57,3,0,-,3564911,-44.56033,2540042,-2501355,
195,7,33,01:24:23,21544.35,3,0,-,3876776,-39.11998,3007705,-2446037,
196,7,34,01:24:26,17782.79,3,0,-,4133674,-34.17813,3419769,-2322164,
197,7,35,01:24:30,14677.99,3,0,-,4330973,-29.54609,3767770,-2135704,
198,7,36,01:24:33,12115.28,3,0,-,4477755,-25.62397,4037375,-1936463,
199,7,37,01:24:36,10000,3,0,-,4549188,-22.40244,4205860,-1733740,
200,7,38,01:24:40,8254.041,3,0,-,4610741,-19.93407,4334491,-1571980,
201,7,39,01:24:43,6812.92,3,0,-,4624267,-18.3371,4389456,-1454827,
202,7,40,01:24:46,5623.413,3,0,-,4641217,-17.63341,4423146,-1405944,
203,7,41,01:24:50,4641.589,3,0,-,4637497,-17.84887,4414287,-1421426,
204,7,42,01:24:53,3831.187,3,0,-,4667793,-18.77381,4419450,-1502249,
205,7,43,01:24:56,3162.278,3,0,-,4689337,-20.58194,4390018,-1648520,
206,7,44,01:25:00,2610.157,3,0,-,4797776,-23.33928,4405198,-1900759,
207,7,45,01:25:03,2154.435,3,0,-,4946824,-26.60206,4423144,-2215144,
208,7,46,01:25:06,1778.279,3,0,-,5182320,-30.23898,4477174,-2609857,
209,7,47,01:25:10,1467.799,3,0,-,5473020,-34.30607,4520926,-3084668,
210,7,48,01:25:13,1211.528,3,0,-,5903593,-38.11294,4644922,-3643777,
211,7,49,01:25:17,1000,3,0,-,6477662,-42.05116,4809970,-4338698,
212,7,50,01:25:20,825.4042,3,0,-,7203878,-45.66528,5034423,-5152713,
213,7,51,01:25:24,681.2921,3,0,-,8097299,-48.71576,5342558,-6084679,
214,7,52,01:25:27,562.3413,3,0,-,9179734,-51.17839,5754755,-7151945,
215,7,53,01:25:30,464.1589,3,0,-,1.047925E+07,-53.25927,6268638,-8397552,
216,7,54,01:25:34,383.1187,3,0,-,1.198737E+07,-54.70344,6926409,-9783758,
217,7,55,01:25:37,316.2278,3,0,-,1.369641E+07,-55.59884,7738249,-1.130093E+07,
218,7,56,01:25:42,261.0157,3,0,-,1.559354E+07,-56.1409,8687981,-1.294903E+07,
219,7,57,01:25:45,215.4435,3,0,-,1.767465E+07,-56.48513,9759123,-1.473611E+07,
220,7,58,01:25:49,177.8279,3,0,-,1.993157E+07,-56.82899,1.090536E+07,-1.668354E+07,
221,7,59,01:25:52,146.7799,3,0,-,2.239435E+07,-57.28471,1.210336E+07,-1.884185E+07,
222,7,60,01:25:56,121.1528,3,0,-,2.511458E+07,-58.00235,1.330783E+07,-2.129891E+07,
223,7,61,01:25:59,100,3,0,-,2.816614E+07,-59.02641,1.449551E+07,-2.414978E+07,
224,8,1,01:26:04,100,3,0,-,2.817383E+07,-59.03027,1.449784E+07,-2.415734E+07,
225,8,2,01:26:09,68.1292,3,0,-,3.570294E+07,-62.10036,1.670628E+07,-3.155313E+07,
226,8,3,01:26:13,46.41589,3,0,-,4.643427E+07,-66.2075,1.873278E+07,-4.248793E+07,
227,8,4,01:26:17,31.62278,3,0,-,6.229753E+07,-70.421,2.087631E+07,-5.86955E+07,
228,8,5,01:26:21,21.54435,3,0,-,8.604945E+07,-74.16161,2.348505E+07,-8.278261E+07,
229,8,6,01:26:25,14.67799,3,0,-,1.212547E+08,-76.93708,2.740615E+07,-1.18117E+08,
230,8,7,01:26:30,10,3,0,-,1.727454E+08,-78.6496,3.399787E+07,-1.693669E+08,
231,8,8,01:26:39,6.812921,3,0,-,2.472088E+08,-79.37621,4.557534E+07,-2.429714E+08,
232,8,9,01:26:46,4.641589,3,0,-,3.535902E+08,-79.22784,6.608751E+07,-3.473593E+08,
233,8,10,01:26:55,3.162278,3,0,-,5.040808E+08,-78.29298,1.022817E+08,-4.935948E+08,
234,8,11,01:27:11,2.154435,3,0,-,7.133748E+08,-76.516,1.663405E+08,-6.937107E+08,
235,8,12,01:27:25,1.467799,3,0,-,1.009467E+09,-73.88165,2.80251E+08,-9.697854E+08,
236,8,13,01:27:53,1,3,0,-,1.391375E+09,-70.2261,4.707157E+08,-1.309332E+09,
237,9,1,01:28:10,1,3,0,-,1.387101E+09,-69.97083,4.750803E+08,-1.303207E+09,
238,9,2,01:28:43,0.4641589,3,0,-,2.482802E+09,-59.99521,1.241581E+09,-2.150066E+09,
239,9,3,01:29:24,0.2154435,3,0,-,3.876924E+09,-46.97733,2.645178E+09,-2.834356E+09,
240,9,4,01:31:29,0.1,3,0,-,8.980383E+09,-35.65855,7.296611E+09,-5.235145E+09,
241,9,5,01:35:56,0.04641589,3,0,-,6.192641E+09,-29.79646,5.37395E+09,-3.077248E+09,
242,9,6,01:45:18,0.02154435,3,0,-,6.08328E+09,-22.96869,5.600988E+09,-2.373866E+09,
243,9,7,01:58:46,0.01,3,0,-,6.408532E+10,107.3012,-1.905866E+10,6.118574E+10,
244,10,1,01:58:56,10000000,3,0,-,4548.514,-99.17514,-725.2747,-4490.318,
245,10,2,01:59:00,8254042,3,0,-,4458.207,-68.71344,1618.476,-4154.052,
246,10,3,01:59:04,6812921,3,0,-,10538.12,-83.93902,1112.691,-10479.21,
247,10,4,01:59:10,5623413,3,0,-,13737.21,-84.80348,1244.211,-13680.75,
248,10,5,01:59:13,4641589,3,0,-,18189.6,-86.34744,1158.792,-18152.65,
249,10,6,01:59:16,3831187,3,0,-,24275.73,-86.34966,1545.581,-24226.48,
250,10,7,01:59:20,3162278,3,0,-,31868.08,-86.54851,1918.58,-31810.28,
251,10,8,01:59:23,2610157,3,0,-,46572.08,-88.70569,1051.992,-46560.2,
252,10,9,01:59:26,2154435,3,0,-,57626.21,-89.60796,394.3144,-57624.87,
253,10,10,01:59:29,1778280,3,0,-,71095.23,-90.13849,-171.8676,-71095.02,
254,10,11,01:59:32,1467799,3,0,-,87681.3,-90.20877,-319.5425,-87680.72,
255,10,12,01:59:36,1211528,3,0,-,110510.1,-87.85712,4132.173,-110432.8,
256,10,13,01:59:39,1000000,3,0,-,134197.1,-87.70727,5368.605,-134089.7,
257,10,14,01:59:42,825404.2,3,0,-,163236.3,-87.19505,7988.178,-163040.7,
258,10,15,01:59:46,681292.1,3,0,-,197791,-86.80314,11030.25,-197483.2,
259,10,16,01:59:50,562341.3,3,0,-,239197.9,-86.31771,15362.28,-238704.1,
260,10,17,01:59:54,464158.9,3,0,-,289841.2,-85.69868,21738.71,-289024.8,
261,10,18,01:59:57,383118.7,3,0,-,350136.3,-85.01158,30445.98,-348810.1,
262,10,19,02:00:00,316227.8,3,0,-,423228.8,-84.13562,43243.18,-421013.8,
263,10,20,02:00:03,261015.7,3,0,-,511550,-83.00778,62273.46,-507745.5,
264,10,21,02:00:06,215443.5,3,0,-,616903.4,-81.68783,89183.66,-610422.9,
265,10,22,02:00:10,177828,3,0,-,743186.6,-80.09863,127793,-732116.9,
266,10,23,02:00:13,146779.9,3,0,-,897106.9,-77.99609,186579.3,-877490.1,
267,10,24,02:00:16,121152.8,3,0,-,1079481,-75.46076,270996.4,-1044911,
268,10,25,02:00:19,100000,3,0,-,1282211,-73.0019,374842,-1226197,
269,10,26,02:00:23,82540.42,3,0,-,1522294,-69.83122,524867.1,-1428948,
270,10,27,02:00:26,68129.21,3,0,-,1794394,-66.15816,725318.1,-1641268,
271,10,28,02:00:32,56234.13,3,0,-,2094713,-61.95081,984996.1,-1848677,
272,10,29,02:00:35,46415.89,3,0,-,2418280,-57.31013,1306093,-2035240,
273,10,30,02:00:38,38311.87,3,0,-,2745870,-52.24254,1681352,-2170912,
274,10,31,02:00:41,31622.78,3,0,-,3063876,-46.87704,2094363,-2236287,
275,10,32,02:00:45,26101.57,3,0,-,3366048,-41.45444,2522794,-2228405,
276,10,33,02:00:48,21544.35,3,0,-,3620895,-36.30507,2917993,-2143876,
277,10,34,02:00:51,17782.79,3,0,-,3816305,-31.43163,3256312,-1990130,
278,10,35,02:00:55,14677.99,3,0,-,3979826,-27.15422,3541175,-1816341,
279,10,36,02:00:58,12115.28,3,0,-,4059644,-23.54548,3721652,-1621733,
280,10,37,02:01:02,10000,3,0,-,4113358,-20.83613,3844351,-1463106,
281,10,38,02:01:05,8254.041,3,0,-,4134009,-18.72327,3915238,-1327007,
282,10,39,02:01:08,6812.92,3,0,-,4141007,-17.59982,3947173,-1252103,
283,10,40,02:01:12,5623.413,3,0,-,4157195,-17.36907,3967634,-1241029,
284,10,41,02:01:15,4641.589,3,0,-,4160042,-17.94408,3957688,-1281661,
285,10,42,02:01:18,3831.187,3,0,-,4200733,-19.592,3957529,-1408590,
286,10,43,02:01:22,3162.278,3,0,-,4263273,-21.753,3959686,-1579995,
287,10,44,02:01:25,2610.157,3,0,-,4362678,-24.7377,3962328,-1825626,
288,10,45,02:01:28,2154.435,3,0,-,4535478,-28.10957,4000510,-2136932,
289,10,46,02:01:32,1778.279,3,0,-,4742299,-31.92859,4024827,-2508020,
290,10,47,02:01:35,1467.799,3,0,-,5084825,-35.90509,4118655,-2981966,
291,10,48,02:01:39,1211.528,3,0,-,5528172,-39.63359,4257464,-3526286,
292,10,49,02:01:42,1000,3,0,-,6103521,-43.32239,4440341,-4187642,
