Exported SMaRT Impedance Data
Experiment start time : 3/7/2011 2:21:34 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Temperature (K),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Impedance Real (Ohms),Impedance Imaginary (Ohms)
59,1,59,00:03:29,146.7799,3,0,-,1.616502E+07,-59.1966,8278010,-1.388461E+07,
60,1,60,00:03:33,121.1528,3,0,-,1.830206E+07,-61.21745,8812202,-1.60409E+07,
61,1,61,00:03:36,100,3,0,-,2.087786E+07,-63.34274,9366909,-1.865867E+07,
62,2,1,00:03:41,100,3,0,-,2.08816E+07,-63.33456,9371250,-1.866068E+07,
63,2,2,00:03:46,68.1292,3,0,-,2.781979E+07,-67.51481,1.063954E+07,-2.570488E+07,
64,2,3,00:03:50,46.41589,3,0,-,3.810804E+07,-70.9297,1.245097E+07,-3.601661E+07,
65,2,4,00:03:54,31.62278,3,0,-,5.319446E+07,-73.27473,1.530847E+07,-5.09441E+07,
66,2,5,00:03:58,21.54435,3,0,-,7.493688E+07,-74.28418,2.029789E+07,-7.213551E+07,
67,2,6,00:04:03,14.67799,3,0,-,1.057002E+08,-74.03564,2.907175E+07,-1.016237E+08,
68,2,7,00:04:07,10,3,0,-,1.484109E+08,-72.61011,4.435596E+07,-1.416275E+08,
69,2,8,00:04:17,6.812921,3,0,-,2.062463E+08,-70.00952,7.050821E+07,-1.938198E+08,
70,2,9,00:04:24,4.641589,3,0,-,2.81994E+08,-66.23245,1.136512E+08,-2.580775E+08,
71,2,10,00:04:33,3.162278,3,0,-,3.7698E+08,-61.48293,1.799781E+08,-3.312428E+08,
72,2,11,00:04:44,2.154435,3,0,-,4.89009E+08,-55.99981,2.734518E+08,-4.054059E+08,
73,2,12,00:05:04,1.467799,3,0,-,6.140751E+08,-50.37158,3.916609E+08,-4.729587E+08,
74,2,13,00:05:24,1,3,0,-,7.464566E+08,-44.86365,5.290793E+08,-5.265668E+08,
75,3,1,00:05:41,1,3,0,-,7.487474E+08,-45.15184,5.280395E+08,-5.308455E+08,
76,3,2,00:06:13,0.4641589,3,0,-,1.034636E+09,-36.29294,8.339176E+08,-6.124151E+08,
77,3,3,00:06:54,0.2154435,3,0,-,1.324059E+09,-29.7393,1.149669E+09,-6.568051E+08,
78,3,4,00:08:58,0.1,3,0,-,1.785485E+09,-30.56059,1.537467E+09,-9.078282E+08,
82,4,1,00:46:18,10000000,3,0,-,4497.192,-99.6308,-752.3764,-4433.809,
83,4,2,00:46:22,8254042,3,0,-,4449.339,-69.57849,1552.482,-4169.702,
84,4,3,00:46:25,6812921,3,0,-,10491.26,-84.77627,955.1802,-10447.69,
85,4,4,00:46:31,5623413,3,0,-,13740.11,-85.5501,1066.062,-13698.69,
86,4,5,00:46:34,4641589,3,0,-,18191.88,-87.14841,905.0346,-18169.35,
87,4,6,00:46:38,3831187,3,0,-,24275.68,-86.98215,1278.052,-24242.02,
88,4,7,00:46:41,3162278,3,0,-,31903.7,-87.01054,1663.863,-31860.28,
89,4,8,00:46:44,2610157,3,0,-,46700.56,-89.05699,768.6068,-46694.24,
90,4,9,00:46:47,2154435,3,0,-,57736.65,-89.76283,239.0116,-57736.15,
91,4,10,00:46:51,1778280,3,0,-,71331.66,-90.14917,-185.7347,-71331.41,
92,4,11,00:46:54,1467799,3,0,-,87812.12,-90.10764,-165.0106,-87811.96,
93,4,12,00:46:57,1211528,3,0,-,110655.4,-87.55822,4714.418,-110555,
94,4,13,00:47:00,1000000,3,0,-,134570.4,-87.08234,6849.798,-134396,
95,4,14,00:47:04,825404.2,3,0,-,163093.2,-86.60169,9667.706,-162806.4,
96,4,15,00:47:07,681292.1,3,0,-,197551.4,-85.92239,14047.51,-197051.4,
97,4,16,00:47:12,562341.3,3,0,-,238839.5,-85.20982,19944.88,-238005.3,
98,4,17,00:47:15,464158.9,3,0,-,288696.8,-84.31113,28617.55,-287274.9,
99,4,18,00:47:18,383118.7,3,0,-,348174.6,-83.18821,41296.52,-345716.9,
100,4,19,00:47:21,316227.8,3,0,-,420553.5,-82.07484,57985.82,-416536.8,
101,4,20,00:47:24,261015.7,3,0,-,506897.6,-80.62818,82543.74,-500131.7,
102,4,21,00:47:28,215443.5,3,0,-,609827.7,-78.81353,118308.4,-598241.5,
103,4,22,00:47:31,177828,3,0,-,731213.4,-76.71513,168027.6,-711645.8,
104,4,23,00:47:34,146779.9,3,0,-,877872.9,-73.91572,243215.8,-843508.7,
105,4,24,00:47:37,121152.8,3,0,-,1043628,-70.96954,340296.9,-986589.3,
106,4,25,00:47:41,100000,3,0,-,1234179,-67.46627,472971.1,-1139954,
107,4,26,00:47:44,82540.42,3,0,-,1446567,-63.40637,647570,-1293526,
108,4,27,00:47:47,68129.21,3,0,-,1673647,-58.9885,862279.8,-1434422,
109,4,28,00:47:53,56234.13,3,0,-,1913319,-54.07615,1122563,-1549401,
110,4,29,00:47:56,46415.89,3,0,-,2151885,-48.82367,1416755,-1619696,
111,4,30,00:47:59,38311.87,3,0,-,2388267,-43.34318,1736881,-1639226,
112,4,31,00:48:03,31622.78,3,0,-,2580162,-38.01639,2032741,-1589088,
113,4,32,00:48:06,26101.57,3,0,-,2739734,-32.93352,2299464,-1489499,
114,4,33,00:48:09,21544.35,3,0,-,2873893,-28.25418,2531486,-1360455,
115,4,34,00:48:12,17782.79,3,0,-,2948019,-24.39699,2684777,-1217698,
116,4,35,00:48:16,14677.99,3,0,-,3009230,-21.12254,2807045,-1084418,
117,4,36,00:48:20,12115.28,3,0,-,3025200,-18.80426,2863731,-975130.7,
118,4,37,00:48:23,10000,3,0,-,3025596,-17.0914,2891977,-889212.8,
119,4,38,00:48:26,8254.041,3,0,-,3035093,-16.37386,2911998,-855603.8,
120,4,39,00:48:30,6812.92,3,0,-,3031118,-16.44368,2907141,-858026.6,
121,4,40,00:48:33,5623.413,3,0,-,3041223,-17.41027,2901895,-909969.5,
122,4,41,00:48:36,4641.589,3,0,-,3068688,-19.23657,2897352,-1011039,
123,4,42,00:48:40,3831.187,3,0,-,3116239,-21.67887,2895824,-1151151,
124,4,43,00:48:43,3162.278,3,0,-,3217358,-24.67092,2923678,-1342944,
125,4,44,00:48:46,2610.157,3,0,-,3327895,-28.07184,2936396,-1566035,
126,4,45,00:48:50,2154.435,3,0,-,3523251,-31.68101,2998235,-1850375,
127,4,46,00:48:53,1778.279,3,0,-,3785756,-35.28994,3090082,-2187085,
128,4,47,00:48:56,1467.799,3,0,-,4129288,-38.80243,3218002,-2587564,
129,4,48,00:49:00,1211.528,3,0,-,4547698,-41.86667,3386671,-3035131,
130,4,49,00:49:03,1000,3,0,-,5062246,-44.65223,3601210,-3557755,
131,4,50,00:49:07,825.4042,3,0,-,5663487,-46.90658,3869238,-4135708,
132,4,51,00:49:10,681.2921,3,0,-,6365228,-48.66202,4204231,-4779181,
133,4,52,00:49:14,562.3413,3,0,-,7151764,-50.19957,4577956,-5494547,
134,4,53,00:49:17,464.1589,3,0,-,8026375,-51.19163,5030273,-6254523,
135,4,54,00:49:21,383.1187,3,0,-,8984284,-52.23009,5502803,-7101867,
136,4,55,00:49:24,316.2278,3,0,-,1.0039E+07,-53.19653,6014089,-8038180,
137,4,56,00:49:29,261.0157,3,0,-,1.121087E+07,-54.4673,6515396,-9123225,
138,4,57,00:49:33,215.4435,3,0,-,1.251873E+07,-55.8979,7018871,-1.036601E+07,
139,4,58,00:49:36,177.8279,3,0,-,1.403735E+07,-57.53184,7535684,-1.184317E+07,
140,4,59,00:49:39,146.7799,3,0,-,1.580527E+07,-59.44973,8033732,-1.361124E+07,
141,4,60,00:49:43,121.1528,3,0,-,1.791192E+07,-61.54213,8535256,-1.574758E+07,
142,4,61,00:49:46,100,3,0,-,2.046126E+07,-63.7183,9059938,-1.834613E+07,
143,5,1,00:49:51,100,3,0,-,2.04608E+07,-63.71932,9059409,-1.834588E+07,
144,5,2,00:49:56,68.1292,3,0,-,2.733233E+07,-67.97343,1.025063E+07,-2.533734E+07,
145,5,3,00:50:00,46.41589,3,0,-,3.7541E+07,-71.51922,1.19E+07,-3.560501E+07,
146,5,4,00:50:04,31.62278,3,0,-,5.249931E+07,-73.78508,1.465998E+07,-5.041094E+07,
147,5,5,00:50:08,21.54435,3,0,-,7.407079E+07,-74.83809,1.937305E+07,-7.149242E+07,
148,5,6,00:50:13,14.67799,3,0,-,1.045755E+08,-74.68906,2.761393E+07,-1.008638E+08,
149,5,7,00:50:17,10,3,0,-,1.470554E+08,-73.43377,4.192899E+07,-1.409512E+08,
150,5,8,00:50:28,6.812921,3,0,-,2.048276E+08,-71.05624,6.649528E+07,-1.937336E+08,
151,5,9,00:50:35,4.641589,3,0,-,2.812731E+08,-67.59586,1.072037E+08,-2.600421E+08,
152,5,10,00:50:47,3.162278,3,0,-,3.784796E+08,-63.14442,1.709757E+08,-3.376598E+08,
153,5,11,00:50:58,2.154435,3,0,-,4.96115E+08,-57.91289,2.635403E+08,-4.203292E+08,
154,5,12,00:51:19,1.467799,3,0,-,6.302003E+08,-52.17419,3.864786E+08,-4.977818E+08,
155,5,13,00:51:38,1,3,0,-,7.736918E+08,-46.33799,5.341591E+08,-5.59708E+08,
156,6,1,00:51:55,1,3,0,-,7.740762E+08,-46.42429,5.335804E+08,-5.607904E+08,
157,6,2,00:52:28,0.4641589,3,0,-,1.074415E+09,-36.5637,8.62965E+08,-6.400463E+08,
158,6,3,00:53:08,0.2154435,3,0,-,1.338966E+09,-30.6799,1.151553E+09,-6.831956E+08,
159,6,4,00:55:13,0.1,3,0,-,1.814912E+09,-30.13609,1.569601E+09,-9.111866E+08,
160,6,5,00:59:36,0.04641589,3,0,-,2.005787E+09,-28.95083,1.755135E+09,-9.709188E+08,
161,6,6,01:05:51,0.02154435,3,0,-,2.948231E+10,106.4015,-8.324826E+09,2.828257E+10,
