Exported SMaRT Impedance Data
Experiment start time : 3/7/2011 11:07:37 AM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Temperature (K),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Impedance Real (Ohms),Impedance Imaginary (Ohms)
124,4,43,00:46:13,3162.278,3,0,-,3939138,-22.40146,3641877,-1501181,
125,4,44,00:46:16,2610.157,3,0,-,4067137,-25.7424,3663498,-1766462,
126,4,45,00:46:20,2154.435,3,0,-,4245552,-29.33649,3701091,-2080056,
127,4,46,00:46:23,1778.279,3,0,-,4469826,-33.05478,3746382,-2438024,
128,4,47,00:46:27,1467.799,3,0,-,4813127,-36.87371,3850309,-2888132,
129,4,48,00:46:30,1211.528,3,0,-,5264661,-40.59366,3997686,-3425663,
130,4,49,00:46:33,1000,3,0,-,5832476,-44.0494,4192038,-4055194,
131,4,50,00:46:37,825.4042,3,0,-,6536680,-47.04734,4454054,-4784306,
132,4,51,00:46:41,681.2921,3,0,-,7371041,-49.46079,4790943,-5601706,
133,4,52,00:46:44,562.3413,3,0,-,8362337,-51.46225,5209990,-6541000,
134,4,53,00:46:47,464.1589,3,0,-,9490616,-52.65255,5757455,-7544767,
135,4,54,00:46:51,383.1187,3,0,-,1.075986E+07,-53.65246,6377174,-8666386,
136,4,55,00:46:54,316.2278,3,0,-,1.215701E+07,-54.35053,7085411,-9878762,
137,4,56,00:46:59,261.0157,3,0,-,1.368713E+07,-54.95747,7858935,-1.120601E+07,
138,4,57,00:47:03,215.4435,3,0,-,1.535556E+07,-55.62131,8670675,-1.267331E+07,
139,4,58,00:47:06,177.8279,3,0,-,1.718906E+07,-56.49434,9488695,-1.433277E+07,
140,4,59,00:47:09,146.7799,3,0,-,1.92538E+07,-57.60594,1.031502E+07,-1.625759E+07,
141,4,60,00:47:13,121.1528,3,0,-,2.159072E+07,-59.03972,1.110721E+07,-1.851456E+07,
142,4,61,00:47:17,100,3,0,-,2.432374E+07,-60.7687,1.187817E+07,-2.122625E+07,
143,5,1,00:47:22,100,3,0,-,2.431477E+07,-60.77639,1.187094E+07,-2.122E+07,
144,5,2,00:47:28,68.1292,3,0,-,3.147607E+07,-64.8867,1.335876E+07,-2.850064E+07,
145,5,3,00:47:32,46.41589,3,0,-,4.203065E+07,-69.22195,1.491034E+07,-3.929704E+07,
146,5,4,00:47:36,31.62278,3,0,-,5.786986E+07,-72.91992,1.699685E+07,-5.531751E+07,
147,5,5,00:47:40,21.54435,3,0,-,8.124898E+07,-75.607,2.019621E+07,-7.869886E+07,
148,5,6,00:47:44,14.67799,3,0,-,1.153057E+08,-77.14688,2.565007E+07,-1.124165E+08,
149,5,7,00:47:49,10,3,0,-,1.64253E+08,-77.61698,3.522341E+07,-1.604317E+08,
