Exported SMaRT Impedance Data
Experiment start time : 11/20/2006 5:27:47 PM

Result Number,Sweep Number,Point Number,Time,Frequency (Hz),AC Level (V),DC Level (V),Temperature ('C),Impedance Magnitude (Ohms),Impedance Phase Degrees ('),Impedance Real (Ohms),Impedance Imaginary (Ohms)
40,1,40,00:02:28,562.3413,3,0,-,4.398169E+09,-89.91196,6759135,-4.398164E+09,
41,1,41,00:02:31,464.1589,3,0,-,5.328916E+09,-89.97397,2422630,-5.328915E+09,
42,1,42,00:02:35,383.1187,3,0,-,6.448446E+09,-89.91991,9015745,-6.44844E+09,
43,1,43,00:02:38,316.2278,3,0,-,7.822608E+09,-90.00806,-1101309,-7.822608E+09,
44,1,44,00:02:44,261.0157,3,0,-,9.486441E+09,-89.96558,5702464,-9.486439E+09,
45,1,45,00:02:47,215.4435,3,0,-,1.151401E+10,-90.07367,-1.481108E+07,-1.1514E+10,
46,1,46,00:02:51,177.8279,3,0,-,1.395725E+10,-89.93127,1.674709E+07,-1.395724E+10,
47,1,47,00:02:55,146.7799,3,0,-,3.057727E+10,-87.2664,1.45831E+09,-3.054247E+10,
48,1,48,00:02:59,121.1528,3,0,-,3.673772E+10,-87.05965,1.884525E+09,-3.668935E+10,
49,1,49,00:03:03,100,3,0,-,4.420257E+10,-86.65351,2.580296E+09,-4.41272E+10,
50,2,1,00:03:08,100,3,0,-,4.41689E+10,-86.62748,2.598366E+09,-4.40924E+10,
51,2,2,00:03:12,68.1292,3,0,-,6.379298E+10,-85.79859,4.673662E+09,-6.362155E+10,
52,2,3,00:03:16,46.41589,3,0,-,9.118636E+10,-86.72359,5.211602E+09,-9.10373E+10,
53,2,4,00:03:20,31.62278,3,0,-,1.312066E+11,-87.19386,6.423506E+09,-1.310493E+11,
54,2,5,00:03:26,21.54435,3,0,-,1.903562E+11,-88.00355,6.631602E+09,-1.902406E+11,
55,2,6,00:03:32,14.67799,3,0,-,2.825009E+11,-88.39303,7.922344E+09,-2.823898E+11,
56,2,7,00:03:39,10,3,0,-,4.135656E+11,-88.82855,8.455136E+09,-4.134791E+11,
57,2,8,00:03:48,6.812921,3,0,-,6.064211E+11,-89.24792,7.960099E+09,-6.063689E+11,
58,2,9,00:04:00,4.641589,3,0,-,8.882177E+11,-89.46943,8.225162E+09,-8.881796E+11,
59,2,10,00:04:17,3.162278,3,0,-,1.300933E+12,-89.65141,7.915228E+09,-1.300908E+12,
60,2,11,00:04:39,2.154435,3,0,-,1.95213E+12,-90.04233,-1.442563E+09,-1.952129E+12,
61,2,12,00:05:09,1.467799,3,0,-,2.802884E+12,-89.36951,3.084345E+10,-2.802714E+12,
62,2,13,00:05:53,1,3,0,-,4.207172E+12,-97.12158,-5.21587E+11,-4.174714E+12,
63,3,1,00:06:21,1,3,0,-,3.965927E+12,-90.84586,-5.854702E+10,-3.965494E+12,
64,3,2,00:06:59,0.4641589,3,0,-,8.097834E+12,-88.53481,2.070605E+11,-8.095187E+12,
65,3,3,00:08:17,0.2154435,3,0,-,2.133399E+13,-85.73612,1.586189E+12,-2.127494E+13,
66,3,4,00:11:04,0.1,3,0,-,5.965967E+13,-89.71743,2.942501E+11,-5.965895E+13,
67,3,5,00:16:53,0.04641589,3,0,-,1.237419E+14,-94.92639,-1.062646E+13,-1.232848E+14,
68,3,6,00:29:21,0.02154435,3,0,-,2.703154E+14,-91.02707,-4.845423E+12,-2.702719E+14,
69,3,7,00:59:23,0.01,3,0,-,6.808838E+14,176.5467,-6.796475E+14,4.101321E+13,
70,4,1,00:59:32,1000000,3,0,-,1614082,-82.88099,200034.8,-1601638,
71,4,2,00:59:35,825404.1,3,0,-,2321716,-82.12292,318187.8,-2299809,
72,4,3,00:59:39,681292.1,3,0,-,3206729,-81.17758,491825,-3168788,
73,4,4,00:59:43,562341.3,3,0,-,4276389,-80.75981,686676.3,-4220898,
74,4,5,00:59:47,464158.9,3,0,-,5538328,-80.92865,873198.3,-5469058,
75,4,6,00:59:50,383118.7,3,0,-,7064978,-80.49197,1167037,-6967922,
76,4,7,00:59:53,316227.8,3,0,-,8763454,-81.16314,1346258,-8659429,
77,4,8,00:59:56,261015.7,3,0,-,1.093436E+07,-80.84857,1739050,-1.079518E+07,
78,4,9,01:00:00,215443.5,3,0,-,1.359007E+07,-81.30962,2053396,-1.343405E+07,
79,4,10,01:00:03,177828,3,0,-,1.617124E+07,-81.20396,2472871,-1.598104E+07,
80,4,11,01:00:07,146779.9,3,0,-,2.089826E+07,-83.92618,2211246,-2.078094E+07,
81,4,12,01:00:10,121152.8,3,0,-,2.556457E+07,-81.43979,3805259,-2.527978E+07,
82,4,13,01:00:13,100000,3,0,-,2.961789E+07,-81.87663,4185169,-2.93207E+07,
83,4,14,01:00:16,82540.42,3,0,-,3.471819E+07,-82.60129,4470790,-3.442912E+07,
84,4,15,01:00:20,68129.2,3,0,-,4.061286E+07,-83.55927,4555773,-4.035653E+07,
85,4,16,01:00:25,56234.13,3,0,-,4.874265E+07,-84.37417,4778332,-4.850787E+07,
86,4,17,01:00:29,46415.89,3,0,-,5.720981E+07,-85.47171,4516813,-5.703122E+07,
87,4,18,01:00:32,38311.87,3,0,-,6.829746E+07,-87.62416,2831251,-6.823874E+07,
88,4,19,01:00:35,31622.78,3,0,-,8.375181E+07,-89.46733,778632.9,-8.374819E+07,
89,4,20,01:00:38,26101.57,3,0,-,1.024609E+08,-90.36081,-645210.6,-1.024588E+08,
90,4,21,01:00:42,21544.35,3,0,-,1.274834E+08,-91.30286,-2898678,-1.274504E+08,
91,4,22,01:00:45,17782.79,3,0,-,1.581323E+08,-91.22815,-3389366,-1.58096E+08,
92,4,23,01:00:48,14677.99,3,0,-,1.795614E+08,-91.69501,-5311343,-1.794829E+08,
93,4,24,01:00:52,12115.28,3,0,-,2.20644E+08,-91.03577,-3988509,-2.20608E+08,
94,4,25,01:00:55,10000,3,0,-,2.690056E+08,-90.54626,-2564773,-2.689934E+08,
95,4,26,01:00:58,8254.042,3,0,-,3.245006E+08,-90.10596,-600203.9,-3.245E+08,
96,4,27,01:01:02,6812.921,3,0,-,3.899865E+08,-89.69046,2107012,-3.899808E+08,
97,4,28,01:01:05,5623.413,3,0,-,4.716686E+08,-89.24848,6186609,-4.716281E+08,
98,4,29,01:01:08,4641.589,3,0,-,5.726208E+08,-89.39189,6077618,-5.725885E+08,
99,4,30,01:01:11,3831.187,3,0,-,6.803795E+08,-89.03162,1.149913E+07,-6.802823E+08,
100,4,31,01:01:15,3162.278,3,0,-,8.166548E+08,-88.95876,1.484051E+07,-8.1652E+08,
101,4,32,01:01:18,2610.157,3,0,-,1.000414E+09,-89.29507,1.230854E+07,-1.000338E+09,
102,4,33,01:01:21,2154.435,3,0,-,1.207648E+09,-89.43645,1.18783E+07,-1.20759E+09,
103,4,34,01:01:25,1778.279,3,0,-,1.454976E+09,-89.2187,1.984047E+07,-1.454841E+09,
104,4,35,01:01:28,1467.799,3,0,-,1.683397E+09,-89.85637,4220642,-1.683392E+09,
105,4,36,01:01:32,1211.528,3,0,-,2.041628E+09,-89.88922,3947998,-2.041624E+09,
106,4,37,01:01:35,1000,3,0,-,2.472038E+09,-90.01895,-818486.2,-2.472038E+09,
107,4,38,01:01:38,825.4042,3,0,-,2.997227E+09,-89.89761,5357399,-2.997222E+09,
108,4,39,01:01:42,681.2921,3,0,-,3.632071E+09,-89.95143,3079829,-3.632069E+09,
109,4,40,01:01:45,562.3413,3,0,-,4.406329E+09,-89.92315,5912040,-4.406325E+09,
110,4,41,01:01:49,464.1589,3,0,-,5.33952E+09,-89.96436,3323870,-5.339519E+09,
111,4,42,01:01:53,383.1187,3,0,-,6.46889E+09,-89.99514,551168.1,-6.46889E+09,
112,4,43,01:01:56,316.2278,3,0,-,7.822876E+09,-90.02756,-3764507,-7.822875E+09,
113,4,44,01:02:01,261.0157,3,0,-,9.492853E+09,-89.99179,1363111,-9.492853E+09,
114,4,45,01:02:05,215.4435,3,0,-,1.150699E+10,-90.05737,-1.152826E+07,-1.150699E+10,
115,4,46,01:02:09,177.8279,3,0,-,1.393738E+10,-90.01102,-2680074,-1.393738E+10,
116,4,47,01:02:13,146.7799,3,0,-,3.066923E+10,-87.29204,1.448987E+09,-3.063498E+10,
117,4,48,01:02:16,121.1528,3,0,-,3.69285E+10,-87.09991,1.868392E+09,-3.688121E+10,
118,4,49,01:02:20,100,3,0,-,4.421143E+10,-86.69791,2.546617E+09,-4.413802E+10,
119,5,1,01:02:26,100,3,0,-,4.415073E+10,-86.7243,2.522817E+09,-4.40786E+10,
120,5,2,01:02:30,68.1292,3,0,-,6.40327E+10,-85.79469,4.695572E+09,-6.38603E+10,
121,5,3,01:02:34,46.41589,3,0,-,9.116194E+10,-86.55402,5.479543E+09,-9.099711E+10,
122,5,4,01:02:38,31.62278,3,0,-,1.312044E+11,-87.1775,6.460806E+09,-1.310453E+11,
123,5,5,01:02:43,21.54435,3,0,-,1.906092E+11,-87.7947,7.334734E+09,-1.90468E+11,
124,5,6,01:02:51,14.67799,3,0,-,2.827863E+11,-88.46136,7.593224E+09,-2.826843E+11,
125,5,7,01:02:58,10,3,0,-,4.134522E+11,-88.93564,7.680238E+09,-4.133808E+11,
126,5,8,01:03:08,6.812921,3,0,-,6.058681E+11,-89.2023,8.435119E+09,-6.058094E+11,
127,5,9,01:03:24,4.641589,3,0,-,8.870107E+11,-89.43343,8.771332E+09,-8.869673E+11,
128,5,10,01:03:40,3.162278,3,0,-,1.303636E+12,-89.65539,7.841166E+09,-1.303612E+12,
129,5,11,01:04:02,2.154435,3,0,-,1.911721E+12,-89.79227,6.93188E+09,-1.911708E+12,
130,5,12,01:04:33,1.467799,3,0,-,2.799637E+12,-89.26338,3.599336E+10,-2.799406E+12,
131,5,13,01:05:16,1,3,0,-,4.082031E+12,-87.87984,1.51018E+11,-4.079236E+12,
132,6,1,01:05:45,1,3,0,-,3.998282E+12,-91.3457,-9.389993E+10,-3.997179E+12,
133,6,2,01:06:23,0.4641589,3,0,-,8.205827E+12,-88.61584,1.982212E+11,-8.203433E+12,
134,6,3,01:07:40,0.2154435,3,0,-,2.158805E+13,-86.04414,1.489323E+12,-2.153661E+13,
135,6,4,01:10:28,0.1,3,0,-,6.160034E+13,-91.36395,-1.466302E+12,-6.158289E+13,
136,6,5,01:16:16,0.04641589,3,0,-,1.222514E+14,-97.19397,-1.530945E+13,-1.21289E+14,
137,6,6,01:28:44,0.02154435,3,0,-,2.744322E+14,-87.99201,9.615851E+12,-2.742637E+14,
138,6,7,01:58:47,0.01,3,0,-,7.321726E+14,174.5482,-7.288606E+14,6.956187E+13,
139,7,1,01:58:56,1000000,3,0,-,1611482,-82.70852,204525.1,-1598450,
140,7,2,01:58:59,825404.1,3,0,-,2318926,-82.14146,317062.2,-2297148,
141,7,3,01:59:03,681292.1,3,0,-,3203162,-81.4044,478743.6,-3167184,
142,7,4,01:59:08,562341.3,3,0,-,4294137,-80.93549,676527.4,-4240510,
143,7,5,01:59:11,464158.9,3,0,-,5555865,-81.03867,865425.9,-5488048,
144,7,6,01:59:14,383118.7,3,0,-,7034582,-81.10086,1088220,-6949900,
145,7,7,01:59:17,316227.8,3,0,-,8878514,-81.2795,1346115,-8775875,
146,7,8,01:59:20,261015.7,3,0,-,1.092321E+07,-81.24294,1663009,-1.079587E+07,
147,7,9,01:59:24,215443.5,3,0,-,1.342417E+07,-80.84524,2135813,-1.325317E+07,
148,7,10,01:59:27,177828,3,0,-,1.62746E+07,-81.07601,2524585,-1.60776E+07,
149,7,11,01:59:30,146779.9,3,0,-,2.088457E+07,-83.97545,2191939,-2.076923E+07,
150,7,12,01:59:34,121152.8,3,0,-,2.469433E+07,-83.45426,2815071,-2.453335E+07,
151,7,13,01:59:37,100000,3,0,-,2.9501E+07,-82.49136,3855068,-2.924803E+07,
152,7,14,01:59:40,82540.42,3,0,-,3.446454E+07,-82.59391,4442526,-3.417701E+07,
153,7,15,01:59:43,68129.2,3,0,-,4.093911E+07,-83.01387,4979398,-4.063516E+07,
154,7,16,01:59:49,56234.13,3,0,-,4.826367E+07,-84.26983,4818845,-4.80225E+07,
155,7,17,01:59:53,46415.89,3,0,-,5.772038E+07,-85.46539,4563467,-5.75397E+07,
156,7,18,01:59:56,38311.87,3,0,-,7.016366E+07,-87.55651,2991378,-7.009986E+07,
157,7,19,01:59:59,31622.78,3,0,-,8.416619E+07,-89.00368,1463514,-8.415346E+07,
158,7,20,02:00:02,26101.57,3,0,-,1.027163E+08,-90.36279,-650432.6,-1.027142E+08,
159,7,21,02:00:06,21544.35,3,0,-,1.272408E+08,-91.01645,-2257216,-1.272208E+08,
160,7,22,02:00:09,17782.79,3,0,-,1.574702E+08,-91.36713,-3757052,-1.574254E+08,
161,7,23,02:00:12,14677.99,3,0,-,1.840732E+08,-91.7258,-5543658,-1.839896E+08,
162,7,24,02:00:16,12115.28,3,0,-,2.199448E+08,-91.06686,-4095290,-2.199067E+08,
163,7,25,02:00:19,10000,3,0,-,2.675342E+08,-90.6441,-3007635,-2.675173E+08,
164,7,26,02:00:22,8254.042,3,0,-,3.2244E+08,-89.83656,919860.3,-3.224387E+08,
165,7,27,02:00:25,6812.921,3,0,-,3.863647E+08,-89.52364,3212321,-3.863514E+08,
166,7,28,02:00:29,5623.413,3,0,-,4.703348E+08,-89.06592,7667589,-4.702723E+08,
167,7,29,02:00:32,4641.589,3,0,-,5.62904E+08,-89.11028,8740951,-5.628362E+08,
168,7,30,02:00:35,3831.187,3,0,-,6.803299E+08,-88.80712,1.416346E+07,-6.801824E+08,
169,7,31,02:00:38,3162.278,3,0,-,8.305512E+08,-89.31255,9965306,-8.304914E+08,
170,7,32,02:00:42,2610.157,3,0,-,9.940452E+08,-89.24961,1.301875E+07,-9.939599E+08,
171,7,33,02:00:45,2154.435,3,0,-,1.209694E+09,-89.6319,7772011,-1.209669E+09,
172,7,34,02:00:48,1778.279,3,0,-,1.455256E+09,-89.34106,1.673637E+07,-1.45516E+09,
173,7,35,02:00:52,1467.799,3,0,-,1.68594E+09,-89.98181,535747.8,-1.685939E+09,
174,7,36,02:00:55,1211.528,3,0,-,2.053709E+09,-90.05908,-2118624,-2.053708E+09,
175,7,37,02:00:59,1000,3,0,-,2.476282E+09,-89.94083,2558455,-2.47628E+09,
176,7,38,02:01:02,825.4042,3,0,-,2.998465E+09,-89.88771,5877419,-2.998459E+09,
177,7,39,02:01:06,681.2921,3,0,-,3.634966E+09,-89.96413,2277022,-3.634966E+09,
178,7,40,02:01:09,562.3413,3,0,-,4.403967E+09,-89.9543,3514036,-4.403965E+09,
179,7,41,02:01:13,464.1589,3,0,-,5.340563E+09,-89.98276,1609375,-5.340563E+09,
180,7,42,02:01:17,383.1187,3,0,-,6.474094E+09,-89.94813,5863836,-6.474092E+09,
181,7,43,02:01:20,316.2278,3,0,-,7.842695E+09,-90.04544,-6220965,-7.842693E+09,
182,7,44,02:01:25,261.0157,3,0,-,9.497913E+09,-89.98299,2821933,-9.497913E+09,
183,7,45,02:01:29,215.4435,3,0,-,1.150115E+10,-90.0632,-1.268727E+07,-1.150114E+10,
184,7,46,02:01:33,177.8279,3,0,-,1.392348E+10,-90.07516,-1.826853E+07,-1.392347E+10,
185,7,47,02:01:37,146.7799,3,0,-,3.068646E+10,-87.27229,1.460368E+09,-3.065169E+10,
186,7,48,02:01:40,121.1528,3,0,-,3.672195E+10,-86.7648,2.072414E+09,-3.666343E+10,
187,7,49,02:01:45,100,3,0,-,4.422127E+10,-86.63373,2.596631E+09,-4.414497E+10,
188,8,1,02:01:50,100,3,0,-,4.420269E+10,-86.58627,2.632085E+09,-4.412426E+10,
189,8,2,02:01:54,68.1292,3,0,-,6.249163E+10,-86.03628,4.31974E+09,-6.234215E+10,
190,8,3,02:01:58,46.41589,3,0,-,9.107493E+10,-86.45566,5.630374E+09,-9.090073E+10,
191,8,4,02:02:03,31.62278,3,0,-,1.313874E+11,-87.2216,6.368803E+09,-1.312329E+11,
192,8,5,02:02:08,21.54435,3,0,-,1.90261E+11,-87.91756,6.913675E+09,-1.901353E+11,
193,8,6,02:02:14,14.67799,3,0,-,2.830027E+11,-88.39721,7.915777E+09,-2.828919E+11,
194,8,7,02:02:21,10,3,0,-,4.138539E+11,-88.86962,8.164484E+09,-4.137734E+11,
195,8,8,02:02:30,6.812921,3,0,-,6.063235E+11,-89.23002,8.148121E+09,-6.062688E+11,
196,8,9,02:02:47,4.641589,3,0,-,8.900868E+11,-89.55398,6.929134E+09,-8.900598E+11,
197,8,10,02:03:03,3.162278,3,0,-,1.304288E+12,-89.60022,9.101066E+09,-1.304257E+12,
198,8,11,02:03:25,2.154435,3,0,-,1.91191E+12,-89.75274,8.251325E+09,-1.911893E+12,
199,8,12,02:03:56,1.467799,3,0,-,2.815768E+12,-89.10352,4.40559E+10,-2.815423E+12,
200,8,13,02:04:39,1,3,0,-,4.132554E+12,-87.75011,1.622361E+11,-4.129369E+12,
201,9,1,02:05:08,1,3,0,-,3.977577E+12,-89.76433,1.636219E+10,-3.977544E+12,
202,9,2,02:05:46,0.4641589,3,0,-,8.239645E+12,-87.24331,3.962863E+11,-8.23011E+12,
203,9,3,02:07:03,0.2154435,3,0,-,2.150843E+13,-87.39966,9.75821E+11,-2.148628E+13,
204,9,4,02:09:50,0.1,3,0,-,5.901366E+13,-89.04875,9.797388E+11,-5.900553E+13,
205,9,5,02:15:38,0.04641589,3,0,-,1.227492E+14,-92.94272,-6.301689E+12,-1.225873E+14,
206,9,6,02:28:07,0.02154435,3,0,-,2.434548E+14,-93.51202,-1.49136E+13,-2.429976E+14,
207,9,7,02:58:11,0.01,3,0,-,7.565388E+14,-171.1629,-7.475581E+14,-1.162235E+14,
208,10,1,02:58:20,1000000,3,0,-,1615995,-83.38668,186111.5,-1605242,
209,10,2,02:58:23,825404.1,3,0,-,2326131,-81.94654,325884.6,-2303190,
210,10,3,02:58:26,681292.1,3,0,-,3202608,-81.30289,484270,-3165783,
211,10,4,02:58:31,562341.3,3,0,-,4286155,-80.80652,684795.4,-4231097,
212,10,5,02:58:34,464158.9,3,0,-,5544677,-81.08546,859210.8,-5477700,
213,10,6,02:58:38,383118.7,3,0,-,7041925,-81.28466,1067034,-6960614,
214,10,7,02:58:41,316227.8,3,0,-,8787232,-80.92218,1386415,-8677171,
215,10,8,02:58:44,261015.7,3,0,-,1.09817E+07,-81.17064,1685608,-1.085156E+07,
216,10,9,02:58:47,215443.5,3,0,-,1.35073E+07,-81.23667,2057887,-1.334962E+07,
217,10,10,02:58:51,177828,3,0,-,1.633817E+07,-81.12358,2521047,-1.61425E+07,
218,10,11,02:58:54,146779.9,3,0,-,2.093534E+07,-83.46708,2381904,-2.07994E+07,
219,10,12,02:58:57,121152.8,3,0,-,2.587264E+07,-81.8196,3681436,-2.560939E+07,
220,10,13,02:59:01,100000,3,0,-,2.962598E+07,-82.11995,4061720,-2.934623E+07,
221,10,14,02:59:04,82540.42,3,0,-,3.442677E+07,-82.80585,4311339,-3.415574E+07,
222,10,15,02:59:07,68129.2,3,0,-,4.039632E+07,-83.24472,4751783,-4.011588E+07,
223,10,16,02:59:13,56234.13,3,0,-,4.852778E+07,-84.35291,4775197,-4.829226E+07,
224,10,17,02:59:16,46415.89,3,0,-,5.771084E+07,-86.01021,4015470,-5.757097E+07,
225,10,18,02:59:19,38311.87,3,0,-,6.860328E+07,-87.58586,2889740,-6.854239E+07,
226,10,19,02:59:23,31622.78,3,0,-,8.420689E+07,-89.06763,1370258,-8.419574E+07,
227,10,20,02:59:26,26101.57,3,0,-,1.027857E+08,-90.21594,-387435.5,-1.02785E+08,
228,10,21,02:59:29,21544.35,3,0,-,1.255701E+08,-90.81927,-1795494,-1.255573E+08,
229,10,22,02:59:32,17782.79,3,0,-,1.554445E+08,-90.89191,-2419754,-1.554257E+08,
230,10,23,02:59:36,14677.99,3,0,-,1.80478E+08,-91.63718,-5156282,-1.804043E+08,
231,10,24,02:59:39,12115.28,3,0,-,2.214025E+08,-91.00665,-3889821,-2.213683E+08,
232,10,25,02:59:42,10000,3,0,-,2.684438E+08,-90.5386,-2523504,-2.68432E+08,
233,10,26,02:59:46,8254.042,3,0,-,3.246062E+08,-90.07773,-440367.1,-3.246059E+08,
234,10,27,02:59:49,6812.921,3,0,-,3.886842E+08,-89.44587,3759209,-3.88666E+08,
235,10,28,02:59:52,5623.413,3,0,-,4.709477E+08,-89.33444,5470658,-4.70916E+08,
236,10,29,02:59:55,4641.589,3,0,-,5.71943E+08,-89.3249,6739085,-5.719034E+08,
237,10,30,02:59:59,3831.187,3,0,-,6.891921E+08,-89.23485,9203692,-6.891306E+08,
238,10,31,03:00:02,3162.278,3,0,-,8.192097E+08,-89.02219,1.39803E+07,-8.190904E+08,
239,10,32,03:00:05,2610.157,3,0,-,9.98409E+08,-89.38261,1.075847E+07,-9.98351E+08,
240,10,33,03:00:09,2154.435,3,0,-,1.202628E+09,-89.46436,1.124317E+07,-1.202576E+09,
241,10,34,03:00:12,1778.279,3,0,-,1.458397E+09,-89.41805,1.481296E+07,-1.458322E+09,
242,10,35,03:00:16,1467.799,3,0,-,1.68225E+09,-89.94582,1591296,-1.682249E+09,
243,10,36,03:00:19,1211.528,3,0,-,2.039186E+09,-89.92453,2686879,-2.039185E+09,
244,10,37,03:00:22,1000,3,0,-,2.480449E+09,-89.98479,659386.2,-2.480449E+09,
245,10,38,03:00:26,825.4042,3,0,-,3.00627E+09,-89.93749,3280780,-3.006268E+09,
246,10,39,03:00:29,681.2921,3,0,-,3.634812E+09,-89.89205,6849468,-3.634806E+09,
247,10,40,03:00:33,562.3413,3,0,-,4.405094E+09,-90.01001,-771243.3,-4.405094E+09,
248,10,41,03:00:37,464.1589,3,0,-,5.33492E+09,-89.93256,6280819,-5.334916E+09,
249,10,42,03:00:40,383.1187,3,0,-,6.465843E+09,-90.05847,-6599671,-6.465839E+09,
250,10,43,03:00:44,316.2278,3,0,-,7.849718E+09,-90.00449,-617065.5,-7.849718E+09,
251,10,44,03:00:49,261.0157,3,0,-,9.49499E+09,-89.92326,1.272133E+07,-9.494982E+09,
252,10,45,03:00:53,215.4435,3,0,-,1.150295E+10,-90.07928,-1.591847E+07,-1.150294E+10,
253,10,46,03:00:56,177.8279,3,0,-,1.395825E+10,-90.0293,-7136917,-1.395825E+10,
254,10,47,03:01:00,146.7799,3,0,-,3.062705E+10,-87.19051,1.501203E+09,-3.059024E+10,
255,10,48,03:01:04,121.1528,3,0,-,3.676059E+10,-86.92456,1.972241E+09,-3.670764E+10,
256,10,49,03:01:08,100,3,0,-,4.423265E+10,-86.64208,2.59086E+09,-4.415671E+10,
257,11,1,03:01:14,100,3,0,-,4.417166E+10,-86.68885,2.551293E+09,-4.409792E+10,
258,11,2,03:01:17,68.1292,3,0,-,6.35431E+10,-85.58562,4.890881E+09,-6.33546E+10,
259,11,3,03:01:22,46.41589,3,0,-,9.105795E+10,-86.72131,5.207886E+09,-9.09089E+10,
260,11,4,03:01:26,31.62278,3,0,-,1.312304E+11,-87.27319,6.243173E+09,-1.310818E+11,
261,11,5,03:01:31,21.54435,3,0,-,1.903961E+11,-87.93814,6.850206E+09,-1.902729E+11,
262,11,6,03:01:37,14.67799,3,0,-,2.827942E+11,-88.44415,7.678379E+09,-2.826899E+11,
263,11,7,03:01:45,10,3,0,-,4.134324E+11,-88.86308,8.203393E+09,-4.13351E+11,
264,11,8,03:01:54,6.812921,3,0,-,6.063501E+11,-89.20956,8.36499E+09,-6.062925E+11,
265,11,9,03:02:11,4.641589,3,0,-,8.892245E+11,-89.46221,8.346601E+09,-8.891853E+11,
